Question_EN,Question_TL,Answer,Source,Category,BAAI_documents_retrieved,snowflake_documents_retrieved,multilingual_documents_retrieved
What are the potential benefits of the Quezon City Government acquiring land for socialized housing projects?,Ano ang mga posibleng benepisyo ng pagkuha ng pamahalaang Quezon City ng lupa para sa mga proyekto ng pabahay na may sosyal na benepisyo?,"The potential benefits include providing secure and stable housing for informal settler families, improving their living conditions, and potentially reducing issues related to informal settlements. The development of socialized housing can lead to better community planning, access to public services, and an overall improvement in the quality of life for the beneficiaries.","SP-9074, S-2022",Introduction,"[[""SP-9072, S-2022"", ""Preamble"", 0.7165542840957642], [""SP-9069, S-2022"", ""Preamble"", 0.6635445356369019], [""SP-9074, S-2022"", ""Preamble"", 0.6279496550559998], [""SP-9074, S-2022"", ""Operative"", 0.5956934690475464], [""SP-9072, S-2022"", ""Operative"", 0.5928972363471985], [""SP-9070, S-2022"", ""Preamble"", 0.5864778757095337], [""SP-9073, S-2022"", ""Preamble"", 0.5836828947067261]]","[[""SP-3165 S-2022"", ""Introduction"", 0.5], [""SP-3299, S-2024"", ""Operative"", 0.5], [""SP-2445, S-2015"", ""Preamble"", 0.4356512427330017], [""SP-2069, S-2011"", ""Uncategorized"", 0.397950142621994], [""SP-3107, S-2022"", ""Preamble"", 0.35535818338394165], [""SP-9073, S-2022"", ""Preamble"", 0.3485841751098633]]","[[""SP-3011, S-2021"", ""Operative"", 0.5], [""SP-3098, S-2022"", ""Preamble"", 0.5], [""SP-9074, S-2022"", ""Introduction"", 0.44567620754241943], [""SP-9072, S-2022"", ""Operative"", 0.3982063829898834], [""SP-3165 S-2022"", ""Introduction"", 0.3943423330783844], [""SP-3099, S-2022"", ""Operative"", 0.37352874875068665], [""SP-3114, S-2022"", ""Operative"", 0.36594095826148987]]"
What are the key reasons mentioned in the document for providing free postnatal supplements to breastfeeding mothers in Quezon City?,Ano ang mga pangunahing dahilan na binanggit sa dokumento para magbigay ng libreng postnatal supplements sa mga nagpapasusong ina sa Lungsod Quezon?,"The document highlights several reasons for providing free postnatal supplements to breastfeeding mothers in Quezon City. It points out the importance of breastfeeding as one of the most effective ways to ensure child health and survival, as emphasized by the World Health Organization (WHO). Breastfeeding provides essential antibodies and nutrients required by infants. The document also mentions that maternal malnutrition affects one in four mothers in the Philippines and that a healthy diet may not be sufficient to meet the nutrient requirements postpartum. Additionally, the high cost of drug prices in the Philippines and the economic impact of the COVID-19 pandemic have limited access to needed postnatal vitamins, which are crucial for postpartum recovery and the health of both mothers and babies.","SP-3146, S-2022",Preamble,"[[""SP-3146, S-2022"", ""Operative"", 0.9778673648834229], [""SP-3146, S-2022"", ""Introduction"", 0.8373444676399231], [""SP-3146, S-2022"", ""Preamble"", 0.6198632717132568], [""SP-3299, S-2024"", ""Operative"", 0.36927300691604614], [""SP-2699, S-2018"", ""Introduction"", 0.19457539916038513], [""SP-2699, S-2018"", ""Preamble"", 0.18670207262039185]]","[[""SP-3146, S-2022"", ""Introduction"", 0.8374111652374268], [""SP-3146, S-2022"", ""Preamble"", 0.7748472690582275], [""SP-3146, S-2022"", ""Operative"", 0.5252948999404907], [""SP-2445, S-2015"", ""Preamble"", 0.26511266827583313], [""SP-3165 S-2022"", ""Introduction"", 0.26027926802635193], [""SP-2503, S-2016"", ""Preamble"", 0.23199425637722015], [""SP-9049, S-2022"", ""Preamble"", 0.2249625027179718]]","[[""SP-3146, S-2022"", ""Operative"", 0.7093642950057983], [""SP-3146, S-2022"", ""Preamble"", 0.6628521084785461], [""SP-3114, S-2022"", ""Operative"", 0.5], [""SP-3146, S-2022"", ""Introduction"", 0.47136878967285156], [""SP-8971, S-2022"", ""Preamble"", 0.40823760628700256], [""SP-3165 S-2022"", ""Introduction"", 0.35338762402534485], [""SP-3011, S-2021"", ""Operative"", 0.3187404274940491]]"
What are the possible implications of granting a Certificate of Exception for a construction project under the Comprehensive Zoning Ordinance of 2016?,Ano ang mga posibleng implikasyon ng pagbibigay ng Certificate of Exception para sa isang proyekto ng konstruksyon sa ilalim ng Comprehensive Zoning Ordinance ng 2016?,"Granting a Certificate of Exception allows a construction project to deviate from certain restrictions outlined in the zoning ordinance. This means the project can proceed with its development plan even if it does not fully comply with existing zoning laws, as long as it meets other criteria such as not adversely affecting public health, safety, and welfare. It also implies that the project has gained the necessary local government approvals and does not face opposition from relevant community stakeholders, such as local barangay councils and homeowners.","SP-8979, S-2022",Preamble,"[[""SP-8979, S-2022"", ""Preamble"", 1.0], [""SP-8997, S-2022"", ""Preamble"", 0.8825948238372803], [""SP-8981, S-2022"", ""Preamble"", 0.8781661987304688], [""SP-8981-S-2022"", ""Preamble"", 0.8547226190567017], [""SP-8979, S-2022"", ""Introduction"", 0.8431112170219421], [""SP-8980, S-2022"", ""Preamble"", 0.8166849613189697], [""SP-8980, S-2022"", ""Introduction"", 0.8088401556015015]]","[[""SP-8981, S-2022"", ""Preamble"", 0.6444748640060425], [""SP-8979, S-2022"", ""Preamble"", 0.6419726014137268], [""SP-8997, S-2022"", ""Preamble"", 0.5456716418266296], [""Sp-8694, s-2021"", ""Preamble"", 0.5020692348480225], [""SP-3166 S-2022"", ""Preamble"", 0.5], [""SP-3165 S-2022"", ""Introduction"", 0.4800824522972107], [""SP-8566, S-2021"", ""Preamble"", 0.46807754039764404]]","[[""SP-8981, S-2022"", ""Preamble"", 0.7264285087585449], [""SP-8979, S-2022"", ""Preamble"", 0.7143428325653076], [""Sp-8694, s-2021"", ""Operative"", 0.6651945114135742], [""SP-8979, S-2022"", ""Operative"", 0.6635131239891052], [""SP-8979, S-2022"", ""Introduction"", 0.6530277729034424], [""SP-8980, S-2022"", ""Operative"", 0.6353425979614258], [""SP-9371, S-2023"", ""Operative"", 0.6290092468261719]]"
What is the purpose of creating the Quezon City Market Coordinating Committee?,Ano ang layunin ng paglikha ng Quezon City Market Coordinating Committee?,"The purpose of creating the Quezon City Market Coordinating Committee is to provide advisory and coordination functions for the regulation of market operations in Quezon City. The committee is composed of city officials, including the City Administrator as Chairman, the City Market Administrator as Executive Officer, and heads from key departments, to ensure efficient administration and oversight of both government and privately operated public markets.","SP-0983, S-2000",Operative,"[[""SP-0983, S-2000"", ""Operative"", 1.0], [""SP-0944, S-2000"", ""Introduction"", 0.36919456720352173], [""SP-3116, S-2022"", ""Preamble"", 0.33789682388305664], [""SP-9050, S-2022"", ""Operative"", 0.2607181966304779], [""SP-3165 S-2022"", ""Introduction"", 0.2587035000324249], [""SP-9050, S-2022"", ""Preamble"", 0.25029146671295166], [""SP-0983, S-2000"", ""Introduction"", 0.23680302500724792]]","[[""SP-0983, S-2000"", ""Operative"", 0.793520987033844], [""SP-3165 S-2022"", ""Introduction"", 0.5], [""SP-0944, S-2000"", ""Introduction"", 0.4669051170349121], [""SP-3116, S-2022"", ""Preamble"", 0.454014390707016], [""SP-2069, S-2011"", ""Uncategorized"", 0.3517625629901886], [""SP-0944, S-2000"", ""Operative"", 0.3380657732486725], [""SP-1520, S-2005"", ""Introduction"", 0.30538713932037354]]","[[""SP-0983, S-2000"", ""Operative"", 1.0], [""SP-3116, S-2022"", ""Preamble"", 0.45065397024154663], [""SP-0944, S-2000"", ""Introduction"", 0.43281644582748413], [""SP-3165 S-2022"", ""Introduction"", 0.40432798862457275], [""SP-9050, S-2022"", ""Operative"", 0.32012900710105896], [""SP-8987, S-2022"", ""Operative"", 0.3027169108390808], [""SP-0944, S-2000"", ""Operative"", 0.30251532793045044]]"
What mechanisms are in place to ensure that Quezon City's procurement of goods and services adheres to environmental criteria?,Anong mga mekanismo ang nakalaan upang masiguro na ang pagbili ng mga kalakal at serbisyo sa Lungsod Quezon ay tumutugon sa mga pamantayang pangkapaligiran?,"The Quezon City Government is required to include at least one environmental criterion in the technical specifications for the procurement of all goods, services, and infrastructure projects. There is a specific Green Public Procurement (GPP) Team tasked with overseeing the implementation of this ordinance. The GPP Team's functions include monitoring and supervising the ordinance's implementation, developing standard environmental criteria for procurement, and reviewing purchase requests to ensure compliance with the green procurement plan. Heads of offices and members of the Bids and Awards Committee (BAC) have the responsibility to ensure compliance, and failure to include an environmental practice in procurement can result in administrative complaints against them.","SP-3107, S-2022",Operative,"[[""SP-3107, S-2022"", ""Operative"", 1.0], [""SP-3107, S-2022"", ""Preamble"", 0.8452239632606506], [""SP-3107, S-2022"", ""Introduction"", 0.5177268981933594]]","[[""SP-3107, S-2022"", ""Preamble"", 0.8999501466751099], [""SP-3107, S-2022"", ""Introduction"", 0.5046521425247192], [""SP-3107, S-2022"", ""Operative"", 0.5], [""SP-3165 S-2022"", ""Introduction"", 0.39296358823776245]]","[[""SP-8971, S-2022"", ""Preamble"", 0.5263864994049072], [""SP-0944, S-2000"", ""Operative"", 0.500959575176239], [""SP-3011, S-2021"", ""Operative"", 0.5], [""SP-3165 S-2022"", ""Introduction"", 0.48486027121543884], [""SP-3114, S-2022"", ""Operative"", 0.4320738613605499], [""SP-3114, S-2022"", ""Operative"", 0.37029924988746643], [""SP-8565, S-2021"", ""Operative"", 0.36697158217430115]]"
What is the primary purpose of creating a Technical Working Group as stated in the resolution?,Ano ang pangunahing layunin ng paglikha ng Technical Working Group ayon sa resolusyon?,"The primary purpose of creating a Technical Working Group is to consolidate and codify all Quezon City ordinances and resolutions that relate to the welfare, benefits, and privileges of senior citizens. This aims to make these ordinances and resolutions easily accessible and available for reference.","Sp-9057, S-2022",Operative,"[[""Sp-9057, S-2022"", ""Operative"", 1.0], [""Sp-9057, S-2022"", ""Introduction"", 0.46251633763313293], [""SP-3114, S-2022"", ""Operative"", 0.2719969153404236], [""SP-3114, S-2022"", ""Preamble"", 0.24250710010528564], [""SP-3010, S-2021"", ""Operative"", 0.22378848493099213], [""SP-3107, S-2022"", ""Preamble"", 0.21300381422042847]]","[[""Sp-9057, S-2022"", ""Operative"", 0.5514792203903198], [""SP-3018, S-2021"", ""Uncategorized"", 0.5], [""SP-8990, S-2022"", ""Introduction"", 0.4955250024795532], [""SP-3166 S-2022"", ""Preamble"", 0.4547770917415619], [""SP-3163, S-2022"", ""Preamble"", 0.4472675621509552], [""SP-2445, S-2015"", ""Preamble"", 0.44553858041763306], [""SP-1189, S-2002"", ""Introduction"", 0.3786960542201996]]","[[""Sp-9057, S-2022"", ""Operative"", 1.0], [""Sp-9057, S-2022"", ""Introduction"", 0.5576744675636292], [""SP-3114, S-2022"", ""Operative"", 0.37630629539489746], [""SP-3010, S-2021"", ""Operative"", 0.3165864050388336], [""SP-3018, S-2021"", ""Uncategorized"", 0.305664986371994]]"
What are the conditions under which a former government official can purchase a vehicle previously assigned to them by the Quezon City Government?,Ano ang mga kundisyon kung saan maaaring bilhin ng dating opisyal ng gobyerno ang sasakyan na dating nakatalaga sa kanila ng Pamahalaang Lungsod ng Quezon?,"A former government official can purchase a vehicle previously assigned to them if they express their intention to buy it and are willing to pay the appraised value determined by the City Appraisal Committee. Additionally, the purchaser must also shoulder any taxes due and payable to the government.","SP-9068, S-2022",Preamble,"[[""SP-9068, S-2022"", ""Preamble"", 1.0], [""SP-9068, S-2022"", ""Operative"", 0.9174638986587524], [""SP-2398, S-2016"", ""Operative"", 0.43789178133010864], [""SP-8992, S-2022"", ""Operative"", 0.4238949716091156], [""SP-9068, S-2022"", ""Introduction"", 0.41029834747314453], [""SP-8996, S-2022"", ""Operative"", 0.3825676143169403], [""SP-8992, S-2022"", ""Preamble"", 0.3609026074409485]]","[[""SP-9068, S-2022"", ""Preamble"", 0.6112245917320251], [""SP-9068, S-2022"", ""Operative"", 0.5166306495666504], [""SP-3165 S-2022"", ""Introduction"", 0.5], [""SP-9068, S-2022"", ""Introduction"", 0.39874520897865295], [""SP-8992, S-2022"", ""Preamble"", 0.3396921157836914], [""SP-0944, S-2000"", ""Introduction"", 0.2963378131389618], [""SP-3107, S-2022"", ""Preamble"", 0.29106512665748596]]","[[""SP-8971, S-2022"", ""Preamble"", 0.6032699346542358], [""SP-0944, S-2000"", ""Operative"", 0.5008584856987], [""SP-3011, S-2021"", ""Operative"", 0.4927785098552704], [""SP-3165 S-2022"", ""Introduction"", 0.47981494665145874], [""SP-3099, S-2022"", ""Operative"", 0.46140220761299133], [""SP-9068, S-2022"", ""Operative"", 0.44392070174217224], [""SP-3114, S-2022"", ""Operative"", 0.41155800223350525]]"
What is the significance of the Quezon City Council congratulating a former councilor for being appointed as Chairperson of the MTRCB?,Ano ang kahalagahan ng pagbati ng Konseho ng Lungsod Quezon sa isang dating konsehal sa pagkakatalaga bilang Tagapangulo ng MTRCB?,"The significance lies in the recognition and commendation from the Quezon City Council for Diorella Maria G. Sotto-Antonio's appointment as Chairperson of the MTRCB. This gesture not only honors her past contributions as a councilor but also shows support for her new role. It serves to inspire and encourage others to bring recognition and service to the city and country, and it underscores the City's pride in having one of its former officials appointed to a national position.","SP-9011, S-2022",Introduction,"[[""SP-9011, S-2022"", ""Operative"", 0.966606616973877], [""SP-9011, S-2022"", ""Preamble"", 0.9406129121780396], [""SP-9011, S-2022"", ""Introduction"", 0.48127102851867676], [""SP-7911, S-2019"", ""Operative"", 0.46026521921157837], [""SP-7924, S-2019"", ""Operative"", 0.3798362910747528], [""SP-7924, S-2019"", ""Preamble"", 0.3767540752887726], [""SP-7924, S-2019"", ""Introduction"", 0.37105560302734375]]","[[""SP-9011, S-2022"", ""Preamble"", 0.6696911454200745], [""SP-9011, S-2022"", ""Operative"", 0.6177078485488892], [""SP-0944, S-2000"", ""Operative"", 0.5], [""SP-3165 S-2022"", ""Introduction"", 0.46080613136291504], [""SP-8999, S-2022"", ""Introduction"", 0.3423987329006195], [""SP-2069, S-2011"", ""Uncategorized"", 0.3342006504535675], [""SP-9011, S-2022"", ""Introduction"", 0.32588571310043335]]","[[""SP-9011, S-2022"", ""Operative"", 0.5127624273300171], [""SP-0944, S-2000"", ""Operative"", 0.500525712966919], [""SP-3114, S-2022"", ""Operative"", 0.5], [""SP-8971, S-2022"", ""Preamble"", 0.4552006423473358], [""SP-9068, S-2022"", ""Operative"", 0.4395897388458252], [""SP-3099, S-2022"", ""Operative"", 0.4254601001739502], [""SP-7911, S-2019"", ""Operative"", 0.3494936525821686]]"
What are the key contributions that led to Former Councilor Precious Hipolito Castelo receiving recognition from the Quezon City Council?,Ano ang mga pangunahing kontribusyon na nagdulot ng pagkilala ng Quezon City Council kay Former Councilor Precious Hipolito Castelo?,"Former Councilor Precious Hipolito Castelo was recognized for her dedicated service and outstanding role as a legislator, including her advocacy for laws promoting community resilience and quality housing programs, her efforts to institutionalize Quezon City University, and her focus on protecting the rights and welfare of women, youth, and children. Her contributions led to the passage of various landmark ordinances and resolutions during her tenure as City Councilor for three consecutive terms.","SP-7911, S-2019",Preamble,"[[""SP-7911, S-2019"", ""Operative"", 1.0], [""SP-7911, S-2019"", ""Preamble"", 0.8086859583854675], [""SP-7911, S-2019"", ""Introduction"", 0.6994128227233887], [""SP-7924, S-2019"", ""Operative"", 0.4357537031173706], [""SP-7924, S-2019"", ""Introduction"", 0.4275965690612793], [""SP-9011, S-2022"", ""Preamble"", 0.3888697624206543], [""SP-2370, S-2014"", ""Introduction"", 0.3601418435573578]]","[[""SP-7911, S-2019"", ""Operative"", 0.6452285051345825], [""SP-2069, S-2011"", ""Uncategorized"", 0.631374180316925], [""SP-7911, S-2019"", ""Preamble"", 0.5741376280784607], [""SP-0944, S-2000"", ""Operative"", 0.4883296489715576], [""SP-3165 S-2022"", ""Introduction"", 0.4743962287902832], [""SP-2514, S-2016"", ""Introduction"", 0.45515626668930054], [""SP-7911, S-2019"", ""Introduction"", 0.44019028544425964]]","[[""SP-7911, S-2019"", ""Operative"", 1.0], [""SP-7911, S-2019"", ""Preamble"", 0.5178840160369873], [""SP-9068, S-2022"", ""Operative"", 0.41139936447143555], [""SP-7911, S-2019"", ""Introduction"", 0.3852350115776062], [""SP-9070, S-2022"", ""Introduction"", 0.3073057532310486], [""SP-9072, S-2022"", ""Introduction"", 0.3073057532310486], [""SP-3011, S-2021"", ""Operative"", 0.2958129942417145]]"
What is the implication of the amendments to Chapters Three and Four of the Quezon City Revenue Code on local taxpayers?,Ano ang implikasyon ng mga pagbabago sa Kabanata Tatlo at Apat ng Quezon City Revenue Code sa mga lokal na nagbabayad ng buwis?,"The amendments to Chapters Three and Four of the Quezon City Revenue Code aim to provide clearer and more simplified provisions that are easier for government assessors, revenue collectors, and taxpayers to understand. The changes are designed to align the Revenue Code with the Local Government Code, specifically concerning the tax rates. Importantly, these amendments do not seek to increase the current tax rates but rather to ensure conformity and clarity.","SP-1080, S-2001",Introduction,"[[""SP-1080, S-2001"", ""Preamble"", 1.0], [""SP-1080, S-2001"", ""Introduction"", 0.6948974132537842], [""SP-2236, S-2013"", ""Introduction"", 0.6090917587280273], [""SP-1086, S-2001"", ""Preamble"", 0.5129154920578003], [""SP-1080, S-2001"", ""Operative"", 0.44768720865249634], [""SP-2236, S-2013"", ""Operative"", 0.41931256651878357], [""SP-1086, S-2001"", ""Introduction"", 0.3602280020713806]]","[[""SP-1080, S-2001"", ""Preamble"", 1.0], [""SP-1080, S-2001"", ""Introduction"", 0.587286114692688], [""SP-2236, S-2013"", ""Introduction"", 0.5663529634475708], [""SP-1086, S-2001"", ""Preamble"", 0.4726409912109375], [""SP-3165 S-2022"", ""Introduction"", 0.411016583442688], [""SP-2834, S-2019"", ""Preamble"", 0.3529188632965088], [""SP-1086, S-2001"", ""Introduction"", 0.3290499448776245]]","[[""SP-1080, S-2001"", ""Preamble"", 0.5437055826187134], [""SP-2236, S-2013"", ""Introduction"", 0.5105023980140686], [""SP-1080, S-2001"", ""Operative"", 0.5], [""SP-3011, S-2021"", ""Operative"", 0.5], [""SP-1086, S-2001"", ""Operative"", 0.4712797999382019], [""SP-2236, S-2013"", ""Operative"", 0.47012239694595337], [""SP-3021, S-2021"", ""Preamble"", 0.4536794126033783]]"
"What is the role of the Local Economic and Investment Promotions Officer (LEIPO) in supporting Micro, Small, and Medium Enterprises (MSMEs) in the city?","Ano ang papel ng Local Economic and Investment Promotions Officer (LEIPO) sa pagsuporta sa mga Micro, Small, at Medium Enterprises (MSMEs) sa lungsod?","The Local Economic and Investment Promotions Officer (LEIPO) is responsible for leading activities related to local government unit (LGU) investment facilitation and promotion, local enterprise development, and establishing support mechanisms for the growth of MSMEs. The LEIPO also implements mechanisms for business retention and expansion, as well as other economic activities to attract investments and generate employment.","SP-8987, S-2022",Preamble,"[[""SP-8987, S-2022"", ""Preamble"", 0.9497511386871338], [""SP-2904, S-2020"", ""Preamble"", 0.5762612819671631], [""SP-2904, S-2020"", ""Operative"", 0.49935340881347656], [""SP-9075, S-2022"", ""Preamble"", 0.22061218321323395], [""SP-3372-S-2024"", ""Preamble"", 0.20276238024234772], [""SP-3053, S-2021"", ""Preamble"", 0.16372980177402496]]","[[""SP-8987, S-2022"", ""Preamble"", 0.9125427007675171], [""SP-2904, S-2020"", ""Preamble"", 0.5426715612411499], [""SP-3165 S-2022"", ""Introduction"", 0.5], [""SP-3107, S-2022"", ""Preamble"", 0.3998086452484131], [""SP-2445, S-2015"", ""Preamble"", 0.3351854383945465], [""SP-2069, S-2011"", ""Uncategorized"", 0.3330555260181427]]","[[""SP-8987, S-2022"", ""Preamble"", 0.9484031796455383], [""SP-2904, S-2020"", ""Preamble"", 0.5644757747650146], [""SP-2904, S-2020"", ""Operative"", 0.5163753032684326], [""SP-9075, S-2022"", ""Preamble"", 0.29491913318634033], [""SP-8971, S-2022"", ""Preamble"", 0.2931402921676636]]"
What are the consequences for businesses in Quezon City that fail to install closed-circuit television systems as per the ordinance?,Ano ang mga konsekwensya para sa mga negosyo sa Lungsod Quezon na hindi nag-iinstall ng closed-circuit television systems ayon sa ordinansa?,"Businesses in Quezon City that fail to install closed-circuit television systems as specified in the ordinance will not be issued or have their business permits renewed. Additionally, they face a fine of Five Thousand Pesos (Php5,000.00) for any violation. Continued non-compliance, thirty days after initial findings, can lead to the suspension, revocation, or cancellation of their business permit.","SP-2695, S-2018",Operative,"[[""SP-2139, S-2012"", ""Signature"", 0.8557888865470886], [""SP-2139, S-2012"", ""Operative"", 0.8074402809143066], [""SP-2139, S-2012"", ""Introduction"", 0.7998981475830078], [""SP-2695, S-2018"", ""Operative"", 0.6701550483703613], [""SP-2139, S-2012"", ""Signature"", 0.6176819801330566], [""SP-2695, S-2018"", ""Introduction"", 0.6174553632736206], [""SP-2695, S-2018"", ""Preamble"", 0.5792338848114014]]","[[""SP-2139, S-2012"", ""Introduction"", 0.755058765411377], [""SP-2695, S-2018"", ""Preamble"", 0.5487056970596313], [""SP-3165 S-2022"", ""Introduction"", 0.5012598037719727], [""SP-2139, S-2012"", ""Signature"", 0.5], [""SP-2695, S-2018"", ""Introduction"", 0.4649849832057953], [""SP-2139, S-2012"", ""Preamble"", 0.38239800930023193], [""SP-2139, S-2012"", ""Operative"", 0.342208594083786]]","[[""SP-2139, S-2012"", ""Signature"", 0.7705233693122864], [""SP-2139, S-2012"", ""Introduction"", 0.6942974328994751], [""SP-2139, S-2012"", ""Operative"", 0.6757361888885498], [""SP-2695, S-2018"", ""Operative"", 0.6275848150253296], [""SP-2695, S-2018"", ""Introduction"", 0.5196568369865417], [""SP-2139, S-2012"", ""Preamble"", 0.5099602937698364], [""SP-3114, S-2022"", ""Operative"", 0.5]]"
What are the potential consequences for individuals who violate the ordinance banning firecrackers and pyrotechnic devices in public places in Quezon City?,Ano ang mga posibleng konsekensya para sa mga indibidwal na lumalabag sa ordinansa na nagbabawal sa paputok at piroteknikong aparato sa mga pampublikong lugar sa Lungsod ng Quezon?,"Any person found to be violating the provisions of this Ordinance shall be penalized by a fine of Five Thousand Pesos (Php5,000.00) or imprisonment of one (1) year, or both such fine and imprisonment at the discretion of the court.","SP-2618, S-2017",Operative,"[[""SP-3233, S-2023"", ""Operative"", 0.8699188232421875], [""SP-3233, S-2023"", ""Preamble"", 0.8144255876541138], [""SP-2618, S-2017"", ""Preamble"", 0.6992032527923584], [""SP-2618, S-2017"", ""Operative"", 0.6529167890548706]]","[[""SP-3233, S-2023"", ""Preamble"", 0.7026934623718262], [""SP-2618, S-2017"", ""Preamble"", 0.6177220344543457], [""SP-2618, S-2017"", ""Introduction"", 0.5695017576217651], [""SP-3165 S-2022"", ""Introduction"", 0.5], [""SP-3233, S-2023"", ""Operative"", 0.5], [""SP-3233, S-2023"", ""Introduction"", 0.474082350730896]]","[[""SP-3165 S-2022"", ""Introduction"", 0.5003827810287476], [""SP-3114, S-2022"", ""Operative"", 0.5], [""SP-2618, S-2017"", ""Operative"", 0.4632030427455902], [""SP-2618, S-2017"", ""Introduction"", 0.40978091955184937], [""SP-8971, S-2022"", ""Preamble"", 0.36758697032928467], [""SP-3114, S-2022"", ""Operative"", 0.358663409948349], [""SP-3102, S-2022"", ""Introduction"", 0.31912463903427124]]"
What is the implication of authorizing the City Mayor to expropriate land for the Tandang Sora Shrine?,Ano ang kahulugan ng pag-authorize sa Mayor ng Lungsod na ekspropriyahin ang lupa para sa Tandang Sora Shrine?,"Authorizing the City Mayor to expropriate land means that the city government has the power to take private property for public use, such as creating the Tandang Sora Shrine, while compensating the landowner, in this case, Mr. Antonio Cabreros. This is intended to serve a public interest and is funded by the city.","SP-1085, S-2001",Operative,"[[""SP-0976, S-2000"", ""Operative"", 1.0], [""SP-0976, S-2000"", ""Introduction"", 0.8739749193191528], [""SP-1597, S-2005"", ""Preamble"", 0.8078420162200928], [""SP-1085, S-2001"", ""Introduction"", 0.7105969190597534], [""SP-1597, S-2005"", ""Introduction"", 0.5430073142051697], [""SP-1085, S-2001"", ""Operative"", 0.5377680659294128], [""SP-0976, S-2000"", ""Preamble"", 0.5136865377426147]]","[[""SP-1597, S-2005"", ""Preamble"", 0.8510733842849731], [""SP-0976, S-2000"", ""Introduction"", 0.5989910364151001], [""SP-1597, S-2005"", ""Introduction"", 0.560570478439331], [""SP-0976, S-2000"", ""Operative"", 0.5501351952552795], [""SP-1085, S-2001"", ""Introduction"", 0.522074818611145], [""SP-3165 S-2022"", ""Introduction"", 0.5], [""SP-0976, S-2000"", ""Preamble"", 0.4788511395454407]]","[[""SP-1597, S-2005"", ""Preamble"", 0.9172292947769165], [""SP-0976, S-2000"", ""Operative"", 0.7602661848068237], [""SP-0976, S-2000"", ""Preamble"", 0.6862872838973999], [""SP-0976, S-2000"", ""Introduction"", 0.6554274559020996], [""SP-1085, S-2001"", ""Introduction"", 0.5199779272079468], [""SP-8971, S-2022"", ""Preamble"", 0.5], [""SP-3165 S-2022"", ""Introduction"", 0.445903480052948]]"
What are the potential implications of allowing a deviation from the zoning restrictions for Sun & Bin Transportation Corporation's taxi garage/motorpool location?,Ano ang mga potensyal na implikasyon ng pagpapahintulot ng paglihis mula sa mga zoning restrictions para sa lokasyon ng taxi garage/motorpool ng Sun & Bin Transportation Corporation?,"Allowing a deviation from the zoning restrictions could set a precedent for other businesses to request similar exemptions, potentially leading to changes in the character or intended use of the area as outlined by the existing Comprehensive Zoning Ordinance. This may also impact local traffic patterns, noise levels, and property values, affecting the quality of life and environment for nearby residents. However, since there was no objection from the Sangguniang Barangay and residents, it is viewed as beneficial for development in the area.","SP-8993, S-2022",Introduction,"[[""SP-8993, S-2022"", ""Introduction"", 1.0], [""SP-8993, S-2022"", ""Operative"", 0.9674574136734009], [""SP-8993, S-2022"", ""Preamble"", 0.8734450340270996], [""SP-8972, S-2022"", ""Introduction"", 0.3719615340232849], [""SP-8972, S-2022"", ""Operative"", 0.3225378096103668], [""SP-8990, S-2022"", ""Preamble"", 0.2844979465007782], [""SP-8981, S-2022"", ""Introduction"", 0.246144101023674], [""SP-8981-S-2022"", ""Introduction"", 0]]","[[""SP-8993, S-2022"", ""Preamble"", 0.814577579498291], [""SP-8993, S-2022"", ""Introduction"", 0.7564520239830017], [""SP-8993, S-2022"", ""Operative"", 0.680569589138031], [""SP-3166 S-2022"", ""Preamble"", 0.5], [""SP-3165 S-2022"", ""Introduction"", 0.48806601762771606], [""SP-8990, S-2022"", ""Introduction"", 0.3781210780143738], [""SP-1917, S-2009"", ""Introduction"", 0.34945034980773926]]","[[""SP-8993, S-2022"", ""Operative"", 0.9738268852233887], [""SP-8993, S-2022"", ""Introduction"", 0.9306437969207764], [""SP-8993, S-2022"", ""Preamble"", 0.8133193254470825], [""SP-3011, S-2021"", ""Operative"", 0.3436976969242096], [""SP-3114, S-2022"", ""Operative"", 0.25699523091316223], [""SP-8972, S-2022"", ""Introduction"", 0.2565518617630005], [""SP-3114, S-2022"", ""Operative"", 0.25380739569664]]"
