Question_EN,Question_TL,Answer,Source,Category,BAAI_documents_retrieved,snowflake_documents_retrieved,multilingual_documents_retrieved
What are the possible implications of granting a Certificate of Exception for a construction project under the Comprehensive Zoning Ordinance of 2016?,Ano ang mga posibleng implikasyon ng pagbibigay ng Certificate of Exception para sa isang proyekto ng konstruksyon sa ilalim ng Comprehensive Zoning Ordinance ng 2016?,"Granting a Certificate of Exception allows a construction project to deviate from certain restrictions outlined in the zoning ordinance. This means the project can proceed with its development plan even if it does not fully comply with existing zoning laws, as long as it meets other criteria such as not adversely affecting public health, safety, and welfare. It also implies that the project has gained the necessary local government approvals and does not face opposition from relevant community stakeholders, such as local barangay councils and homeowners.","SP-8979, S-2022",Preamble,"[[""SP-8979, S-2022"", ""Preamble"", 1.0], [""SP-8979, S-2022"", ""Introduction"", 0.878653883934021], [""SP-8997, S-2022"", ""Preamble"", 0.878460168838501], [""SP-8980, S-2022"", ""Introduction"", 0.8565384149551392], [""SP-8981, S-2022"", ""Preamble"", 0.8552040457725525], [""SP-8981-S-2022"", ""Preamble"", 0.8466869592666626], [""SP-8980, S-2022"", ""Preamble"", 0.8235030174255371]]","[[""SP-8979, S-2022"", ""Preamble"", 0.7096526026725769], [""SP-8981, S-2022"", ""Preamble"", 0.6908208131790161], [""SP-8997, S-2022"", ""Preamble"", 0.6084450483322144], [""Sp-8694, s-2021"", ""Preamble"", 0.584494948387146], [""SP-8566, S-2021"", ""Preamble"", 0.5108430981636047], [""SP-3166 S-2022"", ""Preamble"", 0.5], [""SP-3165 S-2022"", ""Introduction"", 0.4916181266307831]]","[[""SP-8981, S-2022"", ""Preamble"", 0.9207769632339478], [""SP-8979, S-2022"", ""Preamble"", 0.8960000872612], [""SP-8997, S-2022"", ""Operative"", 0.823341965675354], [""SP-8979, S-2022"", ""Operative"", 0.820703387260437], [""Sp-8694, s-2021"", ""Operative"", 0.8088621497154236], [""SP-8979, S-2022"", ""Introduction"", 0.8084108829498291], [""SP-8980, S-2022"", ""Operative"", 0.8001711368560791]]"
What is the purpose of creating the Quezon City Market Coordinating Committee?,Ano ang layunin ng paglikha ng Quezon City Market Coordinating Committee?,"The purpose of creating the Quezon City Market Coordinating Committee is to provide advisory and coordination functions for the regulation of market operations in Quezon City. The committee is composed of city officials, including the City Administrator as Chairman, the City Market Administrator as Executive Officer, and heads from key departments, to ensure efficient administration and oversight of both government and privately operated public markets.","SP-0983, S-2000",Operative,"[[""SP-0983, S-2000"", ""Operative"", 1.0], [""SP-0944, S-2000"", ""Introduction"", 0.35549861192703247], [""SP-3116, S-2022"", ""Preamble"", 0.3339943289756775], [""SP-9050, S-2022"", ""Preamble"", 0.3132631778717041], [""SP-9050, S-2022"", ""Operative"", 0.31186819076538086], [""SP-0983, S-2000"", ""Introduction"", 0.2981525659561157], [""SP-3116, S-2022"", ""Operative"", 0.26286038756370544]]","[[""SP-0983, S-2000"", ""Operative"", 0.8639042377471924], [""SP-0944, S-2000"", ""Introduction"", 0.5427335500717163], [""SP-3116, S-2022"", ""Preamble"", 0.5001391768455505], [""SP-3165 S-2022"", ""Introduction"", 0.5], [""SP-2069, S-2011"", ""Uncategorized"", 0.37183907628059387], [""SP-3025, S-2021"", ""Preamble"", 0.35500138998031616], [""SP-1520, S-2005"", ""Introduction"", 0.33202970027923584]]","[[""SP-0983, S-2000"", ""Operative"", 1.0], [""SP-3165 S-2022"", ""Introduction"", 0.441441148519516], [""SP-3116, S-2022"", ""Preamble"", 0.3969399333000183], [""SP-0944, S-2000"", ""Introduction"", 0.3707994520664215], [""SP-0944, S-2000"", ""Operative"", 0.3381943702697754], [""SP-8987, S-2022"", ""Operative"", 0.26783064007759094], [""SP-9050, S-2022"", ""Operative"", 0.24828463792800903]]"
What mechanisms are in place to ensure that Quezon City's procurement of goods and services adheres to environmental criteria?,Anong mga mekanismo ang nakalaan upang masiguro na ang pagbili ng mga kalakal at serbisyo sa Lungsod Quezon ay tumutugon sa mga pamantayang pangkapaligiran?,"The Quezon City Government is required to include at least one environmental criterion in the technical specifications for the procurement of all goods, services, and infrastructure projects. There is a specific Green Public Procurement (GPP) Team tasked with overseeing the implementation of this ordinance. The GPP Team's functions include monitoring and supervising the ordinance's implementation, developing standard environmental criteria for procurement, and reviewing purchase requests to ensure compliance with the green procurement plan. Heads of offices and members of the Bids and Awards Committee (BAC) have the responsibility to ensure compliance, and failure to include an environmental practice in procurement can result in administrative complaints against them.","SP-3107, S-2022",Operative,"[[""SP-3107, S-2022"", ""Operative"", 1.0], [""SP-3107, S-2022"", ""Preamble"", 0.6593265533447266], [""SP-3107, S-2022"", ""Introduction"", 0.5715421438217163]]","[[""SP-3107, S-2022"", ""Preamble"", 0.7678009271621704], [""SP-3107, S-2022"", ""Introduction"", 0.5638945698738098], [""SP-3107, S-2022"", ""Operative"", 0.5], [""SP-3165 S-2022"", ""Introduction"", 0.3946898579597473]]","[[""SP-3107, S-2022"", ""Operative"", 0.7890422344207764], [""SP-3107, S-2022"", ""Introduction"", 0.6136068105697632], [""SP-3107, S-2022"", ""Preamble"", 0.5049027800559998], [""SP-3165 S-2022"", ""Introduction"", 0.5], [""SP-0944, S-2000"", ""Operative"", 0.45283815264701843]]"
What is the primary purpose of creating a Technical Working Group as stated in the resolution?,Ano ang pangunahing layunin ng paglikha ng Technical Working Group ayon sa resolusyon?,"The primary purpose of creating a Technical Working Group is to consolidate and codify all Quezon City ordinances and resolutions that relate to the welfare, benefits, and privileges of senior citizens. This aims to make these ordinances and resolutions easily accessible and available for reference.","Sp-9057, S-2022",Operative,"[[""Sp-9057, S-2022"", ""Operative"", 1.0], [""Sp-9057, S-2022"", ""Introduction"", 0.5336804986000061], [""SP-3114, S-2022"", ""Operative"", 0.2718338668346405], [""SP-3114, S-2022"", ""Preamble"", 0.24232296645641327], [""SP-3010, S-2021"", ""Operative"", 0.18478672206401825], [""SP-3107, S-2022"", ""Preamble"", 0.1699979305267334]]","[[""Sp-9057, S-2022"", ""Operative"", 0.6879628896713257], [""SP-3166 S-2022"", ""Preamble"", 0.5], [""SP-2445, S-2015"", ""Preamble"", 0.4526320993900299], [""SP-3163, S-2022"", ""Preamble"", 0.44696253538131714], [""SP-8990, S-2022"", ""Introduction"", 0.42962998151779175], [""SP-3018, S-2021"", ""Uncategorized"", 0.4201272428035736], [""SP-8999, S-2022"", ""Introduction"", 0.3584059774875641]]","[[""Sp-9057, S-2022"", ""Operative"", 1.0], [""Sp-9057, S-2022"", ""Introduction"", 0.6183655261993408], [""SP-3018, S-2021"", ""Uncategorized"", 0.4810720980167389], [""SP-8990, S-2022"", ""Introduction"", 0.3783254027366638], [""SP-3165 S-2022"", ""Introduction"", 0.37345242500305176], [""SP-3114, S-2022"", ""Operative"", 0.3365553915500641], [""SP-3010, S-2021"", ""Operative"", 0.312269002199173]]"
What are the conditions under which a former government official can purchase a vehicle previously assigned to them by the Quezon City Government?,Ano ang mga kundisyon kung saan maaaring bilhin ng dating opisyal ng gobyerno ang sasakyan na dating nakatalaga sa kanila ng Pamahalaang Lungsod ng Quezon?,"A former government official can purchase a vehicle previously assigned to them if they express their intention to buy it and are willing to pay the appraised value determined by the City Appraisal Committee. Additionally, the purchaser must also shoulder any taxes due and payable to the government.","SP-9068, S-2022",Preamble,"[[""SP-9068, S-2022"", ""Preamble"", 1.0], [""SP-9068, S-2022"", ""Operative"", 0.8349351286888123], [""SP-2398, S-2016"", ""Operative"", 0.47069060802459717], [""SP-9068, S-2022"", ""Introduction"", 0.39730459451675415], [""SP-8992, S-2022"", ""Operative"", 0.35991111397743225], [""SP-8992, S-2022"", ""Preamble"", 0.3341359496116638], [""SP-8996, S-2022"", ""Operative"", 0.3037177324295044]]","[[""SP-9068, S-2022"", ""Preamble"", 0.6488261222839355], [""SP-9068, S-2022"", ""Operative"", 0.571265459060669], [""SP-3165 S-2022"", ""Introduction"", 0.5], [""SP-9068, S-2022"", ""Introduction"", 0.48670005798339844], [""SP-3025, S-2021"", ""Preamble"", 0.4590085744857788], [""SP-3184, S-2023"", ""Preamble"", 0.3691282868385315], [""SP-3107, S-2022"", ""Preamble"", 0.3556654751300812]]","[[""SP-9068, S-2022"", ""Operative"", 0.8599908947944641], [""SP-9068, S-2022"", ""Preamble"", 0.8467197418212891], [""SP-3165 S-2022"", ""Introduction"", 0.5], [""SP-0944, S-2000"", ""Operative"", 0.4853392243385315], [""SP-2398, S-2016"", ""Operative"", 0.39299511909484863], [""SP-8992, S-2022"", ""Preamble"", 0.31740260124206543], [""SP-9068, S-2022"", ""Introduction"", 0.3001239597797394]]"
What is the significance of the Quezon City Council congratulating a former councilor for being appointed as Chairperson of the MTRCB?,Ano ang kahalagahan ng pagbati ng Konseho ng Lungsod Quezon sa isang dating konsehal sa pagkakatalaga bilang Tagapangulo ng MTRCB?,"The significance lies in the recognition and commendation from the Quezon City Council for Diorella Maria G. Sotto-Antonio's appointment as Chairperson of the MTRCB. This gesture not only honors her past contributions as a councilor but also shows support for her new role. It serves to inspire and encourage others to bring recognition and service to the city and country, and it underscores the City's pride in having one of its former officials appointed to a national position.","SP-9011, S-2022",Introduction,"[[""SP-9011, S-2022"", ""Operative"", 1.0], [""SP-9011, S-2022"", ""Preamble"", 0.8792638778686523], [""SP-9011, S-2022"", ""Introduction"", 0.5219879746437073], [""SP-9006, S-2022"", ""Introduction"", 0.2894248962402344], [""SP-7911, S-2019"", ""Introduction"", 0.24121502041816711], [""SP-7911, S-2019"", ""Operative"", 0.2350124716758728], [""SP-9006, S-2022"", ""Operative"", 0.22612975537776947]]","[[""SP-9011, S-2022"", ""Preamble"", 0.6550487279891968], [""SP-9011, S-2022"", ""Operative"", 0.6516125202178955], [""SP-0944, S-2000"", ""Operative"", 0.5], [""SP-3165 S-2022"", ""Introduction"", 0.4813128709793091], [""SP-9011, S-2022"", ""Introduction"", 0.38306108117103577], [""SP-2069, S-2011"", ""Uncategorized"", 0.33848652243614197], [""SP-8999, S-2022"", ""Introduction"", 0.29801294207572937]]","[[""SP-9011, S-2022"", ""Operative"", 1.0], [""SP-9011, S-2022"", ""Preamble"", 0.7154737114906311], [""SP-9011, S-2022"", ""Introduction"", 0.4617827236652374], [""SP-7911, S-2019"", ""Operative"", 0.425418883562088], [""SP-0944, S-2000"", ""Operative"", 0.36005765199661255], [""SP-7924, S-2019"", ""Operative"", 0.2832448184490204], [""SP-9006, S-2022"", ""Operative"", 0.2819460332393646]]"
What are the key contributions that led to Former Councilor Precious Hipolito Castelo receiving recognition from the Quezon City Council?,Ano ang mga pangunahing kontribusyon na nagdulot ng pagkilala ng Quezon City Council kay Former Councilor Precious Hipolito Castelo?,"Former Councilor Precious Hipolito Castelo was recognized for her dedicated service and outstanding role as a legislator, including her advocacy for laws promoting community resilience and quality housing programs, her efforts to institutionalize Quezon City University, and her focus on protecting the rights and welfare of women, youth, and children. Her contributions led to the passage of various landmark ordinances and resolutions during her tenure as City Councilor for three consecutive terms.","SP-7911, S-2019",Preamble,"[[""SP-7911, S-2019"", ""Operative"", 0.9358354210853577], [""SP-7911, S-2019"", ""Preamble"", 0.791655421257019], [""SP-7911, S-2019"", ""Introduction"", 0.7305295467376709], [""SP-7924, S-2019"", ""Introduction"", 0.3974546790122986], [""SP-2370, S-2014"", ""Introduction"", 0.3299793004989624], [""SP-2544, S-2016"", ""Introduction"", 0.28760746121406555], [""SP-9006, S-2022"", ""Introduction"", 0.273173987865448]]","[[""SP-7911, S-2019"", ""Operative"", 0.6000909209251404], [""SP-7911, S-2019"", ""Preamble"", 0.5780689716339111], [""SP-2069, S-2011"", ""Uncategorized"", 0.5545614957809448], [""SP-0944, S-2000"", ""Operative"", 0.5], [""SP-3165 S-2022"", ""Introduction"", 0.4411664605140686], [""SP-2514, S-2016"", ""Introduction"", 0.40427470207214355], [""SP-7911, S-2019"", ""Introduction"", 0.40359389781951904]]","[[""SP-7911, S-2019"", ""Operative"", 1.0], [""SP-7911, S-2019"", ""Preamble"", 0.6716159582138062], [""SP-7924, S-2019"", ""Operative"", 0.4027508497238159], [""SP-0944, S-2000"", ""Operative"", 0.40142595767974854], [""SP-7911, S-2019"", ""Introduction"", 0.3892812728881836], [""SP-9068, S-2022"", ""Operative"", 0.35956090688705444], [""SP-3165 S-2022"", ""Introduction"", 0.3324073553085327]]"
What is the implication of the amendments to Chapters Three and Four of the Quezon City Revenue Code on local taxpayers?,Ano ang implikasyon ng mga pagbabago sa Kabanata Tatlo at Apat ng Quezon City Revenue Code sa mga lokal na nagbabayad ng buwis?,"The amendments to Chapters Three and Four of the Quezon City Revenue Code aim to provide clearer and more simplified provisions that are easier for government assessors, revenue collectors, and taxpayers to understand. The changes are designed to align the Revenue Code with the Local Government Code, specifically concerning the tax rates. Importantly, these amendments do not seek to increase the current tax rates but rather to ensure conformity and clarity.","SP-1080, S-2001",Introduction,"[[""SP-1080, S-2001"", ""Preamble"", 1.0], [""SP-1080, S-2001"", ""Introduction"", 0.6927400827407837], [""SP-1086, S-2001"", ""Preamble"", 0.6784190535545349], [""SP-2236, S-2013"", ""Introduction"", 0.5997399091720581], [""SP-1080, S-2001"", ""Operative"", 0.4062419533729553], [""SP-1086, S-2001"", ""Introduction"", 0.39050883054733276], [""SP-2236, S-2013"", ""Operative"", 0.3599451184272766]]","[[""SP-1080, S-2001"", ""Preamble"", 1.0], [""SP-1086, S-2001"", ""Preamble"", 0.636002779006958], [""SP-1080, S-2001"", ""Introduction"", 0.5557541847229004], [""SP-2236, S-2013"", ""Introduction"", 0.5526595115661621], [""SP-3165 S-2022"", ""Introduction"", 0.39000582695007324], [""SP-1189, S-2002"", ""Preamble"", 0.330940306186676], [""SP-2834, S-2019"", ""Preamble"", 0.3273232579231262]]","[[""SP-1080, S-2001"", ""Preamble"", 0.954812228679657], [""SP-1086, S-2001"", ""Preamble"", 0.6658266186714172], [""SP-2236, S-2013"", ""Introduction"", 0.5912801027297974], [""SP-1080, S-2001"", ""Introduction"", 0.542019784450531], [""SP-3165 S-2022"", ""Introduction"", 0.5], [""SP-3018, S-2021"", ""Operative"", 0.4519753158092499], [""SP-1086, S-2001"", ""Operative"", 0.43151038885116577]]"
"What is the role of the Local Economic and Investment Promotions Officer (LEIPO) in supporting Micro, Small, and Medium Enterprises (MSMEs) in the city?","Ano ang papel ng Local Economic and Investment Promotions Officer (LEIPO) sa pagsuporta sa mga Micro, Small, at Medium Enterprises (MSMEs) sa lungsod?","The Local Economic and Investment Promotions Officer (LEIPO) is responsible for leading activities related to local government unit (LGU) investment facilitation and promotion, local enterprise development, and establishing support mechanisms for the growth of MSMEs. The LEIPO also implements mechanisms for business retention and expansion, as well as other economic activities to attract investments and generate employment.","SP-8987, S-2022",Preamble,"[[""SP-8987, S-2022"", ""Preamble"", 0.9502199292182922], [""SP-2904, S-2020"", ""Preamble"", 0.46831610798835754], [""SP-2904, S-2020"", ""Operative"", 0.433670312166214], [""SP-9075, S-2022"", ""Preamble"", 0.17206516861915588], [""SP-2904, S-2020"", ""Introduction"", 0.11964873969554901], [""SP-3053, S-2021"", ""Preamble"", 0.10833665728569031]]","[[""SP-8987, S-2022"", ""Preamble"", 0.9502356052398682], [""SP-3165 S-2022"", ""Introduction"", 0.39380156993865967], [""SP-2445, S-2015"", ""Preamble"", 0.3846074044704437], [""SP-3166 S-2022"", ""Preamble"", 0.3842373490333557], [""SP-2904, S-2020"", ""Preamble"", 0.3757266104221344], [""SP-0944, S-2000"", ""Operative"", 0.27763357758522034]]","[[""SP-8987, S-2022"", ""Preamble"", 0.9155799150466919], [""SP-2904, S-2020"", ""Operative"", 0.6718380451202393], [""SP-2904, S-2020"", ""Preamble"", 0.5273959636688232], [""SP-3098, S-2022"", ""Preamble"", 0.5262818932533264]]"
What are the consequences for businesses in Quezon City that fail to install closed-circuit television systems as per the ordinance?,Ano ang mga konsekwensya para sa mga negosyo sa Lungsod Quezon na hindi nag-iinstall ng closed-circuit television systems ayon sa ordinansa?,"Businesses in Quezon City that fail to install closed-circuit television systems as specified in the ordinance will not be issued or have their business permits renewed. Additionally, they face a fine of Five Thousand Pesos (Php5,000.00) for any violation. Continued non-compliance, thirty days after initial findings, can lead to the suspension, revocation, or cancellation of their business permit.","SP-2695, S-2018",Operative,"[[""SP-2139, S-2012"", ""Signature"", 0.8312383890151978], [""SP-2139, S-2012"", ""Operative"", 0.8046067953109741], [""SP-2139, S-2012"", ""Introduction"", 0.7988646030426025], [""SP-2695, S-2018"", ""Introduction"", 0.6945509910583496], [""SP-2695, S-2018"", ""Operative"", 0.6317543983459473], [""SP-2139, S-2012"", ""Signature"", 0.5710299015045166], [""SP-2695, S-2018"", ""Preamble"", 0.5541296005249023]]","[[""SP-2139, S-2012"", ""Introduction"", 0.759130597114563], [""SP-2695, S-2018"", ""Preamble"", 0.5576635599136353], [""SP-2695, S-2018"", ""Introduction"", 0.5282090902328491], [""SP-2139, S-2012"", ""Signature"", 0.5], [""SP-3165 S-2022"", ""Introduction"", 0.5], [""SP-2139, S-2012"", ""Preamble"", 0.3706737458705902], [""SP-2139, S-2012"", ""Operative"", 0.3413698375225067]]","[[""SP-2139, S-2012"", ""Signature"", 0.8780297040939331], [""SP-2139, S-2012"", ""Operative"", 0.7468022704124451], [""SP-2139, S-2012"", ""Introduction"", 0.746170699596405], [""SP-2695, S-2018"", ""Operative"", 0.6626542806625366], [""SP-2695, S-2018"", ""Introduction"", 0.6371703147888184], [""SP-3165 S-2022"", ""Introduction"", 0.43623098731040955], [""SP-2139, S-2012"", ""Preamble"", 0.41546037793159485]]"
What are the potential consequences for individuals who violate the ordinance banning firecrackers and pyrotechnic devices in public places in Quezon City?,Ano ang mga posibleng konsekensya para sa mga indibidwal na lumalabag sa ordinansa na nagbabawal sa paputok at piroteknikong aparato sa mga pampublikong lugar sa Lungsod ng Quezon?,"Any person found to be violating the provisions of this Ordinance shall be penalized by a fine of Five Thousand Pesos (Php5,000.00) or imprisonment of one (1) year, or both such fine and imprisonment at the discretion of the court.","SP-2618, S-2017",Operative,"[[""SP-3233, S-2023"", ""Preamble"", 0.925709068775177], [""SP-3233, S-2023"", ""Operative"", 0.8882880210876465], [""SP-2618, S-2017"", ""Preamble"", 0.7385714054107666]]","[[""SP-3233, S-2023"", ""Preamble"", 0.9395847320556641], [""SP-2618, S-2017"", ""Preamble"", 0.762241005897522], [""SP-2618, S-2017"", ""Introduction"", 0.6780201196670532], [""SP-3233, S-2023"", ""Introduction"", 0.521446168422699], [""SP-3233, S-2023"", ""Operative"", 0.5119197368621826], [""SP-3165 S-2022"", ""Introduction"", 0.5]]","[[""SP-3233, S-2023"", ""Operative"", 0.8928050398826599], [""SP-2618, S-2017"", ""Preamble"", 0.7069224119186401], [""SP-3233, S-2023"", ""Preamble"", 0.6925389766693115], [""SP-2618, S-2017"", ""Introduction"", 0.6518014073371887], [""SP-3233, S-2023"", ""Operative"", 0.626233696937561]]"
What is the implication of authorizing the City Mayor to expropriate land for the Tandang Sora Shrine?,Ano ang kahulugan ng pag-authorize sa Mayor ng Lungsod na ekspropriyahin ang lupa para sa Tandang Sora Shrine?,"Authorizing the City Mayor to expropriate land means that the city government has the power to take private property for public use, such as creating the Tandang Sora Shrine, while compensating the landowner, in this case, Mr. Antonio Cabreros. This is intended to serve a public interest and is funded by the city.","SP-1085, S-2001",Operative,"[[""SP-0976, S-2000"", ""Operative"", 1.0], [""SP-0976, S-2000"", ""Introduction"", 0.8784217834472656], [""SP-1597, S-2005"", ""Preamble"", 0.8121377229690552], [""SP-1085, S-2001"", ""Introduction"", 0.7284860014915466], [""SP-1597, S-2005"", ""Introduction"", 0.5552453398704529], [""SP-1085, S-2001"", ""Operative"", 0.5087247490882874], [""SP-0976, S-2000"", ""Preamble"", 0.44568678736686707]]","[[""SP-1597, S-2005"", ""Preamble"", 0.948995053768158], [""SP-0976, S-2000"", ""Introduction"", 0.5907208323478699], [""SP-0976, S-2000"", ""Operative"", 0.5354576706886292], [""SP-3165 S-2022"", ""Introduction"", 0.4923783242702484], [""SP-1597, S-2005"", ""Introduction"", 0.4917610287666321], [""SP-3166 S-2022"", ""Preamble"", 0.4722708761692047], [""SP-0976, S-2000"", ""Preamble"", 0.42679503560066223]]","[[""SP-0976, S-2000"", ""Operative"", 0.9644030332565308], [""SP-1597, S-2005"", ""Preamble"", 0.9482489824295044], [""SP-0976, S-2000"", ""Introduction"", 0.6560003161430359], [""SP-0976, S-2000"", ""Preamble"", 0.5972196459770203], [""SP-1085, S-2001"", ""Introduction"", 0.534396231174469], [""SP-1597, S-2005"", ""Introduction"", 0.49382612109184265], [""SP-3165 S-2022"", ""Introduction"", 0.29071730375289917]]"
What are the potential implications of allowing a deviation from the zoning restrictions for Sun & Bin Transportation Corporation's taxi garage/motorpool location?,Ano ang mga potensyal na implikasyon ng pagpapahintulot ng paglihis mula sa mga zoning restrictions para sa lokasyon ng taxi garage/motorpool ng Sun & Bin Transportation Corporation?,"Allowing a deviation from the zoning restrictions could set a precedent for other businesses to request similar exemptions, potentially leading to changes in the character or intended use of the area as outlined by the existing Comprehensive Zoning Ordinance. This may also impact local traffic patterns, noise levels, and property values, affecting the quality of life and environment for nearby residents. However, since there was no objection from the Sangguniang Barangay and residents, it is viewed as beneficial for development in the area.","SP-8993, S-2022",Introduction,"[[""SP-8993, S-2022"", ""Introduction"", 1.0], [""SP-8993, S-2022"", ""Operative"", 0.9742037057876587], [""SP-8993, S-2022"", ""Preamble"", 0.8390413522720337], [""SP-8972, S-2022"", ""Introduction"", 0.40645328164100647], [""SP-8972, S-2022"", ""Operative"", 0.34303390979766846], [""SP-8990, S-2022"", ""Preamble"", 0.28227147459983826], [""SP-8981, S-2022"", ""Introduction"", 0.2729661464691162], [""SP-8981-S-2022"", ""Introduction"", 0]]","[[""SP-8993, S-2022"", ""Preamble"", 0.8125488758087158], [""SP-8993, S-2022"", ""Introduction"", 0.7712899446487427], [""SP-8993, S-2022"", ""Operative"", 0.7009758949279785], [""SP-3166 S-2022"", ""Preamble"", 0.5], [""SP-3165 S-2022"", ""Introduction"", 0.4832827150821686], [""SP-8990, S-2022"", ""Introduction"", 0.41202667355537415], [""SP-3163, S-2022"", ""Preamble"", 0.3770986497402191]]","[[""SP-8993, S-2022"", ""Introduction"", 0.9798465967178345], [""SP-8993, S-2022"", ""Operative"", 0.973902702331543], [""SP-8993, S-2022"", ""Preamble"", 0.7143292427062988], [""SP-8972, S-2022"", ""Introduction"", 0.277535080909729], [""SP-8981, S-2022"", ""Introduction"", 0.24654048681259155], [""SP-8981, S-2022"", ""Operative"", 0.23059454560279846], [""SP-8997, S-2022"", ""Operative"", 0.22709405422210693]]"
What is the purpose of adopting a Revised Comprehensive Land Use Plan for Quezon City?,Ano ang layunin ng pag-aampon ng Revised Comprehensive Land Use Plan para sa Lungsod ng Quezon?,"The purpose of adopting a Revised Comprehensive Land Use Plan for Quezon City is to address and integrate the significant changes and transformations that have occurred in the city's physical environment, ensure alignment with national and regional plans, and incorporate disaster risk reduction measures as mandated by recent significant laws.","SP-2069, S-2011",Preamble,"[[""SP-2069, S-2011"", ""Operative"", 0.9677442908287048], [""SP-2488, S-2016"", ""Operative"", 0.7502086162567139], [""SP-2069, S-2011"", ""Uncategorized"", 0.7419219017028809], [""SP-2069, S-2011"", ""Preamble"", 0.7039324045181274], [""SP-2488, S-2016"", ""Preamble"", 0.6021769046783447], [""SP-2488, S-2016"", ""Introduction"", 0.4128636121749878], [""SP-9074, S-2022"", ""Operative"", 0.1686803698539734]]","[[""SP-2069, S-2011"", ""Uncategorized"", 0.7419776916503906], [""SP-2488, S-2016"", ""Preamble"", 0.5980993509292603], [""SP-2069, S-2011"", ""Preamble"", 0.595791757106781], [""SP-2069, S-2011"", ""Operative"", 0.584023118019104], [""SP-2488, S-2016"", ""Operative"", 0.49133211374282837], [""SP-3165 S-2022"", ""Introduction"", 0.44683974981307983], [""SP-2488, S-2016"", ""Introduction"", 0.445891797542572]]","[[""SP-2069, S-2011"", ""Operative"", 0.7935276031494141], [""SP-2069, S-2011"", ""Uncategorized"", 0.599631667137146], [""SP-2488, S-2016"", ""Operative"", 0.5859690308570862], [""SP-3165 S-2022"", ""Introduction"", 0.5], [""SP-2069, S-2011"", ""Preamble"", 0.49887868762016296], [""SP-2488, S-2016"", ""Preamble"", 0.4941213130950928], [""SP-0944, S-2000"", ""Operative"", 0.36435994505882263]]"
What is the implication of authorizing the City Mayor to expropriate a larger parcel of land for the Tandang Sora Shrine project?,Ano ang magiging epekto ng pagbibigay ng kapangyarihan sa Punong Lungsod na mag-expropriate ng mas malaking bahagi ng lupa para sa proyekto ng Tandang Sora Shrine?,"The implication of authorizing the City Mayor to expropriate a larger parcel of land is that it enables the city to secure sufficient space that is not hindered by informal settlers, allowing for the proper development of the Tandang Sora Shrine and associated promenade. This can facilitate a more fitting and respectful tribute to the national heroine, Tandang Sora, by ensuring the shrine is placed in an appropriate setting.","SP-1597, S-2005",Operative,"[[""SP-0976, S-2000"", ""Operative"", 1.0], [""SP-1597, S-2005"", ""Preamble"", 0.8218135237693787], [""SP-0976, S-2000"", ""Introduction"", 0.8054335117340088], [""SP-1085, S-2001"", ""Introduction"", 0.6552387475967407], [""SP-1085, S-2001"", ""Operative"", 0.536319375038147], [""SP-1597, S-2005"", ""Introduction"", 0.5170528292655945], [""SP-1597, S-2005"", ""Operative"", 0.4033568203449249]]","[[""SP-1597, S-2005"", ""Preamble"", 0.9415796995162964], [""SP-0976, S-2000"", ""Operative"", 0.5933657884597778], [""SP-0976, S-2000"", ""Introduction"", 0.5260888338088989], [""SP-3166 S-2022"", ""Preamble"", 0.4238453805446625], [""SP-3165 S-2022"", ""Introduction"", 0.41551896929740906], [""SP-1597, S-2005"", ""Introduction"", 0.4107508063316345], [""SP-1085, S-2001"", ""Operative"", 0.39147454500198364]]","[[""SP-1597, S-2005"", ""Preamble"", 0.9409728646278381], [""SP-0976, S-2000"", ""Operative"", 0.9392940998077393], [""SP-0976, S-2000"", ""Introduction"", 0.5751984119415283], [""SP-0976, S-2000"", ""Preamble"", 0.5046271681785583], [""SP-1085, S-2001"", ""Introduction"", 0.4536803364753723], [""SP-1597, S-2005"", ""Introduction"", 0.43163326382637024], [""SP-1085, S-2001"", ""Operative"", 0.31044772267341614]]"
